__time,/odrive_axis0/odrive_status/active_errors,/odrive_axis0/odrive_status/bus_current,/odrive_axis0/odrive_status/bus_voltage,/odrive_axis0/odrive_status/disarm_reason,/odrive_axis0/odrive_status/fet_temperature,/odrive_axis0/odrive_status/motor_temperature,/odrive_axis1/odrive_status/active_errors,/odrive_axis1/odrive_status/bus_current,/odrive_axis1/odrive_status/bus_voltage,/odrive_axis1/odrive_status/disarm_reason,/odrive_axis1/odrive_status/fet_temperature,/odrive_axis1/odrive_status/motor_temperature,/odrive_axis2/odrive_status/active_errors,/odrive_axis2/odrive_status/bus_current,/odrive_axis2/odrive_status/bus_voltage,/odrive_axis2/odrive_status/disarm_reason,/odrive_axis2/odrive_status/fet_temperature,/odrive_axis2/odrive_status/motor_temperature,/odrive_axis3/odrive_status/active_errors,/odrive_axis3/odrive_status/bus_current,/odrive_axis3/odrive_status/bus_voltage,/odrive_axis3/odrive_status/disarm_reason,/odrive_axis3/odrive_status/fet_temperature,/odrive_axis3/odrive_status/motor_temperature,/odrive_axis4/odrive_status/active_errors,/odrive_axis4/odrive_status/bus_current,/odrive_axis4/odrive_status/bus_voltage,/odrive_axis4/odrive_status/disarm_reason,/odrive_axis4/odrive_status/fet_temperature,/odrive_axis4/odrive_status/motor_temperature,/odrive_axis5/odrive_status/active_errors,/odrive_axis5/odrive_status/bus_current,/odrive_axis5/odrive_status/bus_voltage,/odrive_axis5/odrive_status/disarm_reason,/odrive_axis5/odrive_status/fet_temperature,/odrive_axis5/odrive_status/motor_temperature
1766097776.446023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.957380295,0.000000000,23.787750244,21.882568359
1766097776.531375,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,24.266418457,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.534194,0.000000000,0.000000000,25.920829773,0.000000000,23.789184570,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.537084,,,,,,,,,,,,,0.000000000,0.000000000,25.934535980,0.000000000,24.167114258,22.269592285,,,,,,,,,,,,,,,,,,
1766097776.537291,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,23.844055176,22.892944336,,,,,,,,,,,,
1766097776.544513,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000164192,25.913976669,0.000000000,23.686065674,25.118865967,,,,,,
1766097776.546486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.948242188,0.000000000,23.789489746,21.882568359
1766097776.631505,,,,,,,0.000000000,0.000000000,25.925397873,0.000000000,24.269012451,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.632991,,,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,24.166290283,22.269592285,,,,,,,,,,,,,,,,,,
1766097776.633790,0.000000000,0.000000000,25.934535980,0.000000000,23.790802002,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.634873,,,,,,,,,,,,,,,,,,,0.000000000,0.000005354,25.932250977,0.000000000,23.845672607,22.892944336,,,,,,,,,,,,
1766097776.639388,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.907123566,0.000000000,23.688354492,25.118865967,,,,,,
1766097776.640929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,-0.000000000,25.943674088,0.000000000,23.789855957,21.882568359
1766097776.725447,,,,,,,,,,,,,,,,,,,0.000000000,-0.000000000,25.941389084,0.000000000,23.845275879,22.892944336,,,,,,,,,,,,
1766097776.730947,,,,,,,0.000000000,0.000000000,25.934535980,0.000000000,24.269012451,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.732794,,,,,,,,,,,,,0.000000000,0.000000000,25.939104080,0.000000000,24.166870117,22.269592285,,,,,,,,,,,,,,,,,,
1766097776.733328,0.000000000,0.000000000,25.932250977,0.000000000,23.790740967,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.738657,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,23.686706543,25.118865967,,,,,,
1766097776.739164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.945957184,0.000000000,23.791687012,21.882568359
1766097776.826439,,,,,,,,,,,,,,,,,,,0.000000000,0.000033267,25.918544769,0.000000000,23.845947266,22.892944336,,,,,,,,,,,,
1766097776.831878,,,,,,,0.000000000,-0.000000000,25.909408569,0.000000000,24.269439697,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.833249,0.000000000,0.000000000,25.943674088,0.000000000,23.791412354,22.367340088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.833771,,,,,,,,,,,,,0.000000000,0.000000000,25.918544769,0.000000000,24.169128418,22.269592285,,,,,,,,,,,,,,,,,,
1766097776.840711,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,23.685180664,25.118865967,,,,,,
1766097776.841121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.945957184,0.000000000,23.793334961,21.882568359
1766097776.925498,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,23.846527100,22.892944336,,,,,,,,,,,,
1766097776.930509,,,,,,,0.000000000,0.000000000,25.916261673,0.000000000,24.272644043,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.931855,0.000000000,0.000000000,25.932250977,0.000000000,23.791259766,22.365295410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097776.934263,,,,,,,,,,,,,0.000000000,0.000043255,25.934535980,0.000000000,24.171783447,22.269287109,,,,,,,,,,,,,,,,,,
1766097776.937707,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.916261673,0.000000000,23.688476563,25.118865967,,,,,,
1766097776.939919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.966516495,0.000000000,23.792205811,21.882568359
1766097777.030867,,,,,,,0.000000000,0.000149658,25.904838562,0.000000000,24.274871826,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
